Category Id,HSN/SAC ,Category,CGST,SGST,IGST
2626,3208,"Paints † and †    varnishes † (including † enamels and lacquers) based on synthetic    polymers or † chemically † modified †    natural † polymers,    dispersed † or † dissolved †    in † a † non-aqueous medium; solutions as defined in    Note 4 to
      this Chapter",9%,9%,18%
2627,3209,"Paints † and †    varnishes † (including † enamels and lacquers) based on synthetic    polymers or † chemically † modified †    natural † polymers,    dispersed † † or † † dissolved † †    in † † an † † aqueous
      medium",9%,9%,18%
2628,3210,"Other † † paints † †    and † † varnishes † † (including enamels, † † † † † lacquers † † † † and † † † †    distempers); prepared water pigments of a kind used for
      finishing leather",9%,9%,18%
2629,3211    00 00,Prepared    driers,9%,9%,18%
2630,3212,"Pigments    (including † metallic powders and    flakes) dispersed in non-aqueous media, in liquid or paste form, of a kind    used in the manufacture of paints (including enamels); stamping † foils; †    dyes † and † other †    colouring
      matter † put † up †    in † forms † or †    packings † for retail sale",9%,9%,18%
2631,3213,"Artists Äô,    students Äô or signboard painters Äô colours, † † † †    modifying † † † † tints, † † † † amusement colours and the like, in    tablets, tubes, jars, bottles, † †    pans † † or † † in † †    similar † † forms † † or
      packings",9%,9%,18%
2632,3214,"Glaziers Äô † † † putty, † † †    grafting † † † putty, † † † resin cements, † caulking †    compounds † and † other mastics; † painters Äô †    fillings; † non- † refractory surfacing † preparations † for †    facades, † indoor
      walls, floors, ceilings or the like",9%,9%,18%
2633,3215,"All    Goods, including printing ink, writing or drawing ink and other inks, whether    or not concentrated or solid, fountain pen ink, ball pen ink",9%,9%,18%
2634,3301,"Essential † † † † oils † † † †    (terpeneless † † † † or † † † † not), including † † † † † concretes † † † † † and † † † † †    absolutes; resinoids; † † † † † † † † † †    extracted † † † † † † † † † † oleoresins;    concentrates † of † essential †    oils † in † fats, †    in fixed oils, in waxes or the like, obtained by enfleurage † † or † †    maceration; † † terpenic † † by- products † of †    the † deterpenation † of †    essential oils; † † † aqueous † † † distillates † † † and † † †    aqueous solutions of essential oils; such as essential oils of citrus    fruit, essential oils other than those of citrus fruit such as Eucalyptus    oil, etc., † † † † Flavouring † † † † essences † † † † all † † † †    types
      (including † those † for †    liquors), † Attars of all kinds    in fixed oil bases",9%,9%,18%
2635,3302,"Mixtures † † of †    odoriferous † † substances † † and mixtures † † (including † † alcoholic † †    solutions) with † a † † basis † †    of † one † † or † †    more † of † these substances, of a kind used as raw materials    in † industry; † other †    preparations † based † on odoriferous substances, of a kind    used † for the † † manufacture † † of † †    beverages; † † such † † as Synthetic † † perfumery † †    compounds † † [other than † † † Menthol † † †    and † † † menthol † † † crystals, Peppermint † (Mentha †    Oil), † Fractionated † / de-terpenated † † mentha † †    oil † (DTMO), † † De- mentholised † † oil † †    (DMO), † † Spearmint † † oil,
      Mentha piperita oil]",9%,9%,18%
2636,3303,Perfumes    and toilet waters,9%,9%,18%
2637,[3304,"Beauty † † † or † † †    make-up † † † preparations † † † and preparations for the care of the skin    (other than medicaments), including sunscreen or sun tan preparations;    manicure or pedicure
      12 † † † † preparations † † † † other † † † †    than † † † † kajal, Kumkum, Bindi,    Sindur, Alta",9%,9%,18%
2638,3305,"Preparations † for †    use † on the † hair †    [except
      Mehendi pate in Cones]",9%,9%,18%
2639,[3306,"Preparations † for †    oral † or † dental †    hygiene, including † † †    denture † † † fixative † † † pastes † † †    and powders; † yarn † used †    to † clean † between †    the teeth † † (dental † † floss), † †    in † † individual † retail
      packages [other than tooth powder]",9%,9%,18%
2640,3307,"Pre-shave, † † † † † shaving † † † † † or † † † † †    after-shave preparations, † †    personal † † deodorants, † † bath preparations, † † † † depilatories † † † † and † † † †    other perfumery, cosmetic or toilet preparations, not † † † elsewhere † † † specified † † † or † † †    included; prepared room deodorisers, whether or not perfumed or having    disinfectant properties [other than odoriferous preparations which    operate † † by † † burning, † †    agarbattis, † † lobhan, dhoop    batti, dhoop, sambhrani]",9%,9%,18%
2641,3401,"Soap;    organic † surface-active † products †    and preparations for use as soap, in the form of bars, † † cakes, † †    moulded † † pieces † † or † †    shapes, whether † or † not †    containing † soap; † organic surface † active †    products † and † preparations for washing the skin, in the    form of liquid or cream and put up for retail sale, whether or † not †    containing † soap; † paper, †    wadding, felt † and † nonwovens, †    impregnated, † coated or covered    with soap or detergent",9%,9%,18%
2642,3402,"Organic † surface-active † agents †    (other † than soap); † † † † † † † surface-active † † † † † † † preparations, washing † preparations † (including †    auxiliary washing † † † †    preparations) † † † † and † † † † cleaning preparations, † † whether † †    or † † not † † containing soap, † other †    than † those † of †    heading † 3401 [other than    Sulphonated castor oil, fish oil
      or sperm oil]",9%,9%,18%
2643,3403,"Lubricating † † † † † † preparations † † † † † † (including
      cutting-oil † † preparations, † † 13 † †    bolt † † or † † nut release † † preparations, † † anti-rust † †    or † † anti- corrosion † preparations † and †    mould † release    preparations, † † based † † on † †    lubricants) † † and preparations † of †    a † kind † used †    for † the † oil †    or grease † † † treatment † † † of † † †    textile † † † materials,    leather, † † furskins † or †    other † † materials, † † but excluding preparations containing, as    basic constituents, † 70% † or †    more † by † weight †    of petroleum † oils † or †    of † oils † obtained †    from
      bituminous minerals",9%,9%,18%
